pubmed_id,DOI,title,keywords,journal,abstract
33672529,"['md19020117 [pii]', '10.3390/md19020117 [doi]']","PNSA, a Novel C-Terminal Inhibitor of HSP90, Reverses Epithelial-Mesenchymal Transition and Suppresses Metastasis of Breast Cancer Cells In Vitro.","EMT, HSP90, breast cancer, inhibitor, metastasis",Marine drugs,"Metastasis accounts for the vast majority of deaths in breast cancer, and novel and effective treatments to inhibit cancer metastasis remain urgently developed. The expression level of heat shock protein 90 (HSP90) in invasive breast cancer tissue is higher than in adjacent non-cancerous tissue. In the present study, we investigated the inhibitory effect of penisuloxazin A (PNSA), a novel C- terminal inhibitor of HSP90, on metastasis of breast cancer cells and related mechanism in vitro. We found that PNSA obviously affected adhesion, migration, and invasion of triple-negative breast cancer (TNBC) MDA-MB-231 cells and Trastuzumab-resistant JIMT-1 cells. Furthermore, PNSA was capable of reversing epithelial-mesenchymal transformation (EMT) of MDA-MB-231 cells with change of cell morphology. PNSA increases E-cadherin expression followed by decreasing amounts of N-cadherin, vimentin, and matrix metalloproteinases9 (MMP9) and proteolytic activity of matrix metalloproteinases2 (MMP2) and MMP9. Comparatively, the N-terminal inhibitor of HSP90 17-allyl-17-demethoxygeldanamycin (17-AAG) had no effect on EMT of MDA-MB-231 cells. PNSA was uncovered to reduce the stability of epidermal growth factor receptor (EGFR) and fibroblast growth factor receptor (FGFR) proteins and thereby inhibiting their downstream signaling transductions by inhibition of HSP90. In addition, PNSA reduced the expression of programmed cell death-ligand 1 (PD-L1) to promote natural killer (NK) cells to kill breast cancer cells with a dose far less than that of cytotoxicity to NK cell itself, implying the potential of PNSA to enhance immune surveillance against metastasis in vivo. All these results indicate that PNSA is a promising anti-metastasis agent worthy of being studied in the future."
33672486,"['molecules26041118 [pii]', '10.3390/molecules26041118 [doi]']",The Wonderful Activities of the Genus Mentha: Not Only Antioxidant Properties.,"Mentha, phytochemicals, anticancer, antimicrobial, essential oils, mint","Molecules (Basel, Switzerland)","Medicinal plants and their derived compounds have drawn the attention of researchers due to their considerable impact on human health. Among medicinal plants, mint (Mentha species) exhibits multiple health beneficial properties, such as prevention from cancer development and anti-obesity, antimicrobial, anti-inflammatory, anti-diabetic, and cardioprotective effects, as a result of its antioxidant potential, combined with low toxicity and high efficacy. Mentha species are widely used in savory dishes, food, beverages, and confectionary products. Phytochemicals derived from mint also showed anticancer activity against different types of human cancers such as cervix, lung, breast and many others. Mint essential oils show a great cytotoxicity potential, by modulating MAPK and PI3k/Akt pathways; they also induce apoptosis, suppress invasion and migration potential of cancer cells lines along with cell cycle arrest, upregulation of Bax and p53 genes, modulation of TNF, IL-6, IFN-gamma, IL-8, and induction of senescence phenotype. Essential oils from mint have also been found to exert antibacterial activities against Bacillus subtilis, Streptococcus aureus, Pseudomonas aeruginosa, and many others. The current review highlights the antimicrobial role of mint-derived compounds and essential oils with a special emphasis on anticancer activities, clinical data and adverse effects displayed by such versatile plants."
33672377,"['ph14020173 [pii]', '10.3390/ph14020173 [doi]']",Preclinical Pharmacokinetics and Biodistribution of Anticancer Dinuclear Palladium(II)-Spermine Complex (Pd2Spm) in Mice.,"ICP-MS, Pd(II)-based drugs, cancer, cisplatin, in vivo, metal complexes, polyamines, tissue","Pharmaceuticals (Basel, Switzerland)","Palladium-based compounds are regarded as potential analogs to platinum anticancer drugs with improved properties. The present study assessed the pharmacokinetics and biodistribution of a dinuclear palladium(II)-spermine chelate (Pd2Spm), which has previously been shown to possess promising in vitro activity against several therapy-resistant cancers. Using inductively coupled plasma-mass spectrometry, the kinetic profiles of palladium/platinum in serum, serum ultrafiltrate and tissues (kidney, liver, brain, heart, lungs, ovaries, adipose tissue and mammary glands) were studied in healthy female Balb/c mice after a single intraperitoneal bolus injection of Pd2Spm (3 mg/kg bw) or cisplatin (3.5 mg/kg bw) between 0.5 and 48 h post-injection. Palladium in serum exhibited biphasic kinetics with a terminal half-life of 20.7 h, while the free palladium in serum ultrafiltrate showed a higher terminal half-life than platinum (35.5 versus 31.5 h). Palladium was distributed throughout most of the tissues except for the brain, with the highest values in the kidney, followed by the liver, lungs, ovaries, adipose tissue and mammary glands. The in vitro cellular accumulation was also evaluated in breast cancer cells, evidencing a passive diffusion as a mechanism of Pd2Spm's cellular entry. This study reports, for the first time, the favorable pharmacokinetics and biodistribution of Pd2Spm, which may become a promising pharmacological agent for cancer treatment."
33672261,"['ijms22042210 [pii]', '10.3390/ijms22042210 [doi]']",Therapeutic Targeting of MicroRNAs in the Tumor Microenvironment.,"RNA therapy, breast cancer, inflammation, macrophage, microRNA",International journal of molecular sciences,"The tumor-microenvironment (TME) is an amalgamation of various factors derived from malignant cells and infiltrating host cells, including cells of the immune system. One of the important factors of the TME is microRNAs (miRs) that regulate target gene expression at a post transcriptional level. MiRs have been found to be dysregulated in tumor as well as in stromal cells and they emerged as important regulators of tumorigenesis. In fact, miRs regulate almost all hallmarks of cancer, thus making them attractive tools and targets for novel anti-tumoral treatment strategies. Tumor to stroma cell cross-propagation of miRs to regulate protumoral functions has been a salient feature of the TME. MiRs can either act as tumor suppressors or oncogenes (oncomiRs) and both miR mimics as well as miR inhibitors (antimiRs) have been used in preclinical trials to alter cancer and stromal cell phenotypes. Owing to their cascading ability to regulate upstream target genes and their chemical nature, which allows specific pharmacological targeting, miRs are attractive targets for anti-tumor therapy. In this review, we cover a recent update on our understanding of dysregulated miRs in the TME and provide an overview of how these miRs are involved in current cancer-therapeutic approaches from bench to bedside."
33672204,"['cancers13040926 [pii]', '10.3390/cancers13040926 [doi]']",Clinical Perspectives in Addressing Unsolved Issues in (Neo)Adjuvant Therapy for Primary Breast Cancer.,"adjuvant therapy, antitumor immunity, breast cancer, neoadjuvant therapy, residual tumor cells",Cancers,"The treatment of primary breast cancer has evolved over the past 50 years based on the concept that breast cancer is a systemic disease, with the escalation of adjuvant and neoadjuvant therapies and de-escalation of breast cancer surgery. Despite the development of these therapies, recurrence with distant metastasis during the 10 years after surgical treatment is observed, albeit infrequently. Recent advances in genomic analysis based on circulating tumor cells and circulating tumor DNA have enabled the development of targeted therapies based on genetic mutations in residual tumor cells. A paradigm shift involving the application of neoadjuvant chemotherapy (NAC) has enabled the prediction of treatment response and long-term prognoses; additional adjuvant chemotherapy targeting remaining tumor cells after NAC improves survival. The activation of antitumor immunity by anticancer agents may be involved in the eradication of residual tumor cells. Elucidation of the manner in which antitumor immunity is induced by anticancer agents and unknown factors, and the overcoming of drug resistance via the targeted eradication of residual tumor cells based on genomic profiles, will inevitably lead to the achievement of 0% distant recurrence and a complete cure for primary breast cancer."
33672199,"['cancers13040927 [pii]', '10.3390/cancers13040927 [doi]']",Novel Small Molecule Hsp90/Cdc37 Interface Inhibitors Indirectly Target K-Ras-Signaling.,"Cdc37, Hsp90, K-Ras, cancer, drug development, nanoclustering",Cancers,"The ATP-competitive inhibitors of Hsp90 have been tested predominantly in kinase addicted cancers; however, they have had limited success. A mechanistic connection between Hsp90 and oncogenic K-Ras is not known. Here, we show that K-Ras selectivity is enabled by the loss of the K-Ras membrane nanocluster modulator galectin-3 downstream of the Hsp90 client HIF-1alpha. This mechanism suggests a higher drug sensitivity in the context of KRAS mutant, HIF-1alpha-high and/or Gal3-high cancer cells, such as those found, in particular, in pancreatic adenocarcinoma. The low toxicity of conglobatin further indicates a beneficial on-target toxicity profile for Hsp90/Cdc37 interface inhibitors. We therefore computationally screened >7 M compounds, and identified four novel small molecules with activities of 4 muM-44 muM in vitro. All of the compounds were K-Ras selective, and potently decreased the Hsp90 client protein levels without inducing the heat shock response. Moreover, they all inhibited the 2D proliferation of breast, pancreatic, and lung cancer cell lines. The most active compounds from each scaffold, furthermore, significantly blocked 3D spheroids and the growth of K-Ras-dependent microtumors. We foresee new opportunities for improved Hsp90/Cdc37 interface inhibitors in cancer and other aging-associated diseases."
33672165,"['jpm11020156 [pii]', '10.3390/jpm11020156 [doi]']",Invasive Ductal Breast Cancer with Osteoclast-Like Giant Cells: A Case Report Based on the Gene Expression Profile for Changes in Management.,"Oncotype Dx, adjuvant treatment, gene profiling, osteoclast-like giant cells, rare breast cancer",Journal of personalized medicine,"We report the case of a 49-year-old woman diagnosed with a rare histotype of early breast cancer (BC), invasive ductal carcinoma with osteoclast-like giant cells (OGCs), from the perspective of gene profile analysis tests. The patient underwent a quadrantectomy of the right breast with removal of 2 cm neoplastic nodule and three ipsilateral sentinel lymph nodes. The Oncotype Dx gave a recurrence score (RS) of 23, and taking into account the patient's age, an RS of 23 corresponds to a chemotherapy benefit of 6.5%. After a multidisciplinary collegial discussion, and in consideration of the patient's age, the absence of comorbidity, the premenopausal state, the rare histotype and the Oncotype Dx report, the patient was offered adjuvant chemotherapy treatment followed by hormone therapy. This case may be an example of the utility of integrating gene expression profiling tests into clinical practice in the adjuvant treatment decision of a rare histotype BC. The Oncotype Dx test required to supplement the histological examination made us opt for the proposal of a combined treatment of adjuvant chemotherapy followed by adjuvant hormone therapy. It demonstrates the importance of considering molecular tests and, in particular, the Oncotype Dx, in estimating the risk of disease recovery at 10 years in order to identify patients who benefit from hormone therapy alone versus those who benefit from the addition of chemotherapy, all with a view toward patient-centered oncology. Here, we discuss the possible validity and limitations of the Oncotype Dx in a rare luminal A-like histotype with high infiltrate of stromal/inflammatory cells."
33672149,"['cancers13040925 [pii]', '10.3390/cancers13040925 [doi]']",Interventions Facilitating Family Communication of Genetic Testing Results and Cascade Screening in Hereditary Breast/Ovarian Cancer or Lynch Syndrome: A Systematic Review and Meta-Analysis.,"Tier-1 genetic conditions, intervention efficacy, psychoeducational interventions, randomized controlled trials",Cancers,"Evidence-based guidelines recommend cascade genetic testing of blood relatives of known Hereditary Breast and Ovarian Cancer (HBOC) or Lynch Syndrome (LS) cases, to inform individualized cancer screening and prevention plans. The study identified interventions designed to facilitate family communication of genetic testing results and/or cancer predisposition cascade genetic testing for HBOC and LS. We conducted a systematic review and meta-analysis of randomized trials that assessed intervention efficacy for these two outcomes. Additional outcomes were also recorded and synthesized when possible. Fourteen articles met the inclusion criteria and were included in the narrative synthesis and 13 in the meta-analysis. Lack of participant blinding was the most common risk of bias. Interventions targeted HBOC (n = 5); both HBOC and LS (n = 4); LS (n = 3); or ovarian cancer (n = 2). All protocols (n = 14) included a psychoeducational and/or counseling component. Additional components were decision aids (n = 4), building communication skills (n = 4), or motivational interviewing (n = 1). The overall effect size for family communication was small (g = 0.085) and not significant (p = 0.344), while for cascade testing, it was small (g = 0.169) but significant (p = 0.014). Interventions show promise for improving cancer predisposition cascade genetic testing for HBOC and LS. Future studies should employ family-based approaches and include racially diverse samples."
33672114,"['cancers13040923 [pii]', '10.3390/cancers13040923 [doi]']",Evolution of Angiogenic Factors in Pregnant Patients with Breast Cancer Treated with Chemotherapy.,"angiogenic factors, breast cancer, chemotherapy, pregnancy",Cancers,"High prevalence of placental-derived complications, such as preeclampsia and intrauterine growth restriction, has been reported in women with breast cancer (BC) treated with chemotherapy during pregnancy (PBC-CHT). AIM: To ascertain whether PBC-CHT is associated with an imbalance of angiogenic factors, surrogate markers for placental insufficiency, that could explain perinatal outcomes. METHODS: Prospective study between 2012 and 2016 in a single institution. Soluble fms-like tyrosine kinase (sFlt-1), placental growth factor (PlGF), and soluble endoglin (sEng) in maternal blood were assessed throughout pregnancy in 12 women with BC and 215 controls. RESULTS: Cancer patients were treated with doxorubicin-based regimes and with taxanes. Ten PBC-CHT (83%) developed obstetrical complications. At the end of the third trimester, significantly higher levels of sFlt-1; sFlt-1/PGF ratio, and sEng levels were observed in BC women as compared to controls. Moreover; there was a significant correlation between plasma levels of sFlt-1 and the number of chemotherapy cycles administered. Besides, more chemotherapy cycles correlated with lower birthweight and head circumference at birth. CONCLUSIONS: Women with BC treated during pregnancy showed an antiangiogenic state compatible with placental insufficiency. Angiogenic factors could be useful in the clinical obstetric management of these patients; although further studies will be required to guide clinical decision-making."
33671956,"['ijms22041918 [pii]', '10.3390/ijms22041918 [doi]']",Stromal CCL5 Promotes Breast Cancer Progression by Interacting with CCR3 in Tumor Cells.,"breast carcinoma, chemokine, immunohistochemistry, prognosis, tumor microenvironment",International journal of molecular sciences,"Chemokines secreted from stromal cells have important roles for interactions with carcinoma cells and regulating tumor progression. C-C motif chemokine ligand (CCL) 5 is expressed in various types of stromal cells and associated with tumor progression, interacting with C-C chemokine receptor (CCR) 1, 3 and 5 expressed in tumor cells. However, the expression on CCL5 and its receptors have so far not been well-examined in human breast carcinoma tissues. We therefore immunolocalized CCL5, as well as CCR1, 3 and 5, in 111 human breast carcinoma tissues and correlated them with clinicopathological characteristics. Stromal CCL5 immunoreactivity was significantly correlated with the aggressive phenotype of breast carcinomas. Importantly, this tendency was observed especially in the CCR3-positive group. Furthermore, the risk of recurrence was significantly higher in the patients with breast carcinomas positive for CCL5 and CCR3 but negative for CCR1 and CCR5, as compared with other patients. In summary, the CCL5-CCR3 axis might contribute to a worse prognosis in breast cancer patients, and these findings will contribute to a better understanding of the significance of the CCL5/CCRs axis in breast carcinoma microenvironment."
33671920,"['cancers13040807 [pii]', '10.3390/cancers13040807 [doi]']",Evaluating the Epithelial-Mesenchymal Program in Human Breast Epithelial Cells Cultured in Soft Agar Using a Novel Macromolecule Extraction Protocol.,"SV40 small T antigen, constitutively active RAS (CA-RAS), epithelial-mesenchymal transition, human mammary epithelial (HME) cells, soft agar colony formation assay, transformation",Cancers,"The ability to grow in anchorage-independent conditions is an important feature of malignant cells, and it is well-established that cellular phenotypes in adherent cultures can differ widely from phenotypes observed in xenografts and anchorage-independent conditions. The anchorage-independent soft-agar colony formation assay has been widely used as a bridge between adherent cell cultures and animal tumor studies, providing a reliable in vitro tool to predict the tumorigenicity of cancer cells. However, this functional assay is limited in its utility for molecular mechanistic studies, as currently there is no reliable method that allows the extraction of biological macromolecules from cells embedded in soft-agar matrices, especially in experimental conditions where no visible colonies form. We developed a set of new methods that enable the extraction of DNA, RNA and proteins directly from cells embedded in soft agar, allowing for a wide range of molecular signaling analysis. Using the new methods and human mammary epithelial cells (HMECs), we studied the role of epithelial-mesenchymal transition (EMT) in the ability of HMECs to form colonies in soft agar. We found that, when cultured in soft agar instead of in adherent cultures, immortalized non-malignant HME-hTERT cells upregulated the epithelial program, which was noted to be necessary for their survival in this anchorage-independent condition. Overexpression of SV40 small T antigen (ST) or the EMT master-regulator SNAI1 negates this requirement and significantly enhances colony formation in soft agar driven by mutant-RAS. Interestingly, we found that, similar to SNAI1, ST also promotes EMT changes in HMECs, providing further support for EMT as a prerequisite for the efficient anchorage-independent colony formation driven by mutant-RAS in our HMEC model."
33671894,"['ani11020502 [pii]', '10.3390/ani11020502 [doi]']",Histone Deacetylase Inhibitors and Microtubule Inhibitors Induce Apoptosis in Feline Luminal Mammary Carcinoma Cells.,"feline mammary carcinoma, histone deacetylase inhibitors, microtubule inhibitors, therapeutics",Animals : an open access journal from MDPI,"Feline mammary carcinoma (FMC) is the third most common type of neoplasia in cats, sharing similar epidemiological features with human breast cancer. In humans, histone deacetylases (HDACs) play an important role in the regulation of gene expression, with HDAC inhibitors (HDACis) disrupting gene expression and leading to cell death. In parallel, microtubules inhibitors (MTIs) interfere with the polymerization of microtubules, leading to cell cycle arrest and apoptosis. Although HDACis and MTIs are used in human cancer patients, in cats, data is scarce. In this study, we evaluated the antitumor properties of six HDACis (CI-994, panobinostat, SAHA, SBHA, scriptaid, and trichostatin A) and four MTIs (colchicine, nocodazole, paclitaxel, and vinblastine) using three FMC cell lines (CAT-MT, FMCp, and FMCm), and compared with the human breast cancer cell line (SK-BR-3). HDACis and MTIs exhibited dose-dependent antitumor effects in FMC cell lines, and for all inhibitors, the IC50 values were determined, with one feline cell line showing reduced susceptibility (FMCm). Immunoblot analysis confirmed an increase in the acetylation status of core histone protein HDAC3 and flow cytometry showed that HDACis and MTIs lead to cellular apoptosis. Overall, our study uncovers HDACis and MTIs as promising anti-cancer agents to treat FMCs."
33671879,"['ijerph18041871 [pii]', '10.3390/ijerph18041871 [doi]']","The Role of Stress in Breast Cancer Incidence: Risk Factors, Interventions, and Directions for the Future.","breast cancer, psychological, review paper, stress",International journal of environmental research and public health,"Stress is a common belief among breast cancer patients and the public to explain variation in breast cancer incidence. Epidemiological studies interrogating the relationship between stress and cancer have reported mixed results. The impact of the topic and the lack of consensus has sparked this review of the literature to investigate gaps in knowledge and identify areas of research. We first present a brief summary of the biopsychosocial model generally used to conduct research on stress. We then divide the overview of the literature into areas of research focus. These include the role of distressing life events in breast cancer incidence, the role of adverse childhood events in later breast cancer incidence, the importance of race and socioeconomic status (SES) as social determinants of breast cancer incidence, and the specific role of chronic stress in relation to breast cancer. For each topic, we discuss the potential of stress as a risk factor and possible intervention strategies that could reduce the effects of stress. We then identify further research questions to be probed to fill the gaps in knowledge. We conclude with a discussion of future research directions for stress research as it relates to breast cancer incidence."
33671849,"['cells10020394 [pii]', '10.3390/cells10020394 [doi]']",Genetically Raised Circulating Bilirubin Levels and Risk of Ten Cancers: A Mendelian Randomization Study.,"Mendelian randomization, UGT1A1, bilirubin, cancer risk",Cells,"Bilirubin, an endogenous antioxidant, may play a protective role in cancer development. We applied two-sample Mendelian randomization to investigate whether genetically raised bilirubin levels are causally associated with the risk of ten cancers (pancreas, kidney, endometrium, ovary, breast, prostate, lung, Hodgkin's lymphoma, melanoma, and neuroblastoma). The number of cases and their matched controls of European descent ranged from 122,977 and 105,974 for breast cancer to 1200 and 6417 for Hodgkin's lymphoma, respectively. A total of 115 single-nucleotide polymorphisms (SNPs) associated (p < 5 x 10(-8)) with circulating total bilirubin, extracted from a genome-wide association study in the UK Biobank, were used as instrumental variables. One SNP (rs6431625) in the promoter region of the uridine-diphosphoglucuronate glucuronosyltransferase1A1 (UGT1A1) gene explained 16.9% and the remaining 114 SNPs (non-UGT1A1 SNPs) explained 3.1% of phenotypic variance in circulating bilirubin levels. A one-standarddeviation increment in circulating bilirubin ( approximately 4.4 micromol/L), predicted by non-UGT1A1 SNPs, was inversely associated with risk of squamous cell lung cancer and Hodgkin's lymphoma (odds ratio (OR) 0.85, 95% confidence interval (CI) 0.73-0.99, P 0.04 and OR 0.64, 95% CI 0.42-0.99, p 0.04, respectively), which was confirmed after removing potential pleiotropic SNPs. In contrast, a positive association was observed with the risk of breast cancer after removing potential pleiotropic SNPs (OR 1.12, 95% CI 1.04-1.20, p 0.002). There was little evidence for robust associations with the other seven cancers investigated. Genetically raised bilirubin levels were inversely associated with risk of squamous cell lung cancer as well as Hodgkin's lymphoma and positively associated with risk of breast cancer. Further studies are required to investigate the utility of bilirubin as a low-cost clinical marker to improve risk prediction for certain cancers."
33671813,"['molecules26041172 [pii]', '10.3390/molecules26041172 [doi]']","Role of Gut Microbiota, Probiotics and Prebiotics in the Cardiovascular Diseases.","cardiovascular disease, gut microbiota, human health, prebiotic, probiotic","Molecules (Basel, Switzerland)","In recent years, there has been a growing interest in identifying and applying new, naturally occurring molecules that promote health. Probiotics are defined as ""live microorganisms which, when administered in adequate amounts, confer health benefits on the host"". Quite a few fermented products serve as the source of probiotic strains, with many factors influencing the effectiveness of probiotics, including interactions of probiotic bacteria with the host's microbiome. Prebiotics contain no microorganisms, only substances which stimulate their growth. Prebiotics can be obtained from various sources, including breast milk, soybeans, and raw oats, however, the most popular prebiotics are the oligosaccharides contained in plants. Recent research increasingly claims that probiotics and prebiotics alleviate many disorders related to the immune system, cancer metastasis, type 2 diabetes, and obesity. However, little is known about the role of these supplements as important dietary components in preventing or treating cardiovascular disease. Still, some reports and clinical studies were conducted, offering new ways of treatment. Therefore, the aim of this review is to discuss the roles of gut microbiota, probiotics, and prebiotics interventions in the prevention and treatment of cardiovascular disease."
33671801,"['molecules26041170 [pii]', '10.3390/molecules26041170 [doi]']","The Antiproliferative and Apoptotic Effect of a Novel Synthesized S-Triazine Dipeptide Series, and Toxicity Screening in Zebrafish Embryos.","anti-proliferative activity, apoptosis, dipeptides, s-triazine, zebrafish","Molecules (Basel, Switzerland)","Several derivatives containing morpholine/piperidine, anilines, and dipeptides as pending moieties were prepared using s-triazine as a scaffold. These compounds were evaluated for their anticancer activity against two human breast cancer cell lines (MCF-7 and MDA-MB-231), a colon cancer cell line (HCT-116), and a non-tumorigenic cell line (HEK 293). Tamoxifen was used as a reference. Animal toxicity tests were carried out in zebrafish embryos. Most of these compounds showed a higher activity against breast cancer than colon cancer. Compound 3a-which contains morpholine, aniline, and glycylglycinate methyl ester-showed a high level of cytotoxicity against MCF-7 cells with IC50 values of less than 1 microM. This compound showed a much lower level of toxicity against the non-tumorigenic HEK-293 cell line, and in the in vivo studies using zebrafish embryos. Furthermore, it induced cell cycle arrest at the G2/M phase, and apoptosis in MCF-7 cells. On the basis of our results, 3a emerges as a potential candidate for further development as a therapeutic drug to treat hormone receptor-positive breast cancer."
33671712,"['jpm11020153 [pii]', '10.3390/jpm11020153 [doi]']",Immediate Prosthetic Breast Reconstruction after Nipple-Sparing Mastectomy: Traditional Subpectoral Technique versus Direct-to-Implant Prepectoral Reconstruction without Acellular Dermal Matrix.,"acellular dermal matrix (ADM), aesthetic and oncological outcomes, breast cancer, immediate breast reconstruction, nipple-sparing mastectomy, quality of life",Journal of personalized medicine,"BACKGROUND: The aim of this study was to compare outcomes of immediate prosthetic breast reconstruction (IPBR) using traditional submuscular (SM) positioning of implants versus prepectoral (PP) positioning of micropolyurethane-foam-coated implants (microthane) without further coverage. METHODS: We retrospectively reviewed the medical records of breast cancer patients treated by nipple-sparing mastectomy (NSM) and IPBR in our institution during the two-year period from January 2018 to December 2019. Patients were divided into two groups based on the plane of implant placement: SM versus PP. RESULTS: 177 patients who received IPBR after NSM were included in the study; implants were positioned in a SM plane in 95 patients and in a PP plane in 82 patients. The two cohorts were similar for mean age (44 years and 47 years in the SM and PP groups, respectively) and follow-up (20 months and 16 months, respectively). The mean operative time was 70 min shorter in the PP group. No significant differences were observed in length of hospital stay or overall major complication rates. Statistically significant advantages were observed in the PP group in terms of aesthetic results, chronic pain, shoulder dysfunction, and skin sensibility (p < 0.05), as well as a trend of better outcomes for sports activity and sexual/relationship life. Cost analysis revealed that PP-IPBR was also economically advantageous over SM-IPBR. CONCLUSIONS: Our preliminary experience seems to confirm that PP positioning of a polyurethane-coated implant is a safe, reliable and effective method to perform IPBR after NSM."
33671698,"['pharmaceutics13020287 [pii]', '10.3390/pharmaceutics13020287 [doi]']",Bio-Inspired and Smart Nanoparticles for Triple Negative Breast Cancer Microenvironment.,"cell membrane coated nanoparticles, immune cell targeted nanoparticles, smart nanoparticles, targeted therapy, triple negative breast cancer",Pharmaceutics,"Triple negative breast cancer (TNBC) with poor prognosis and aggressive nature accounts for 10-20% of all invasive breast cancer (BC) cases and is detected in as much as 15% of individuals diagnosed with BC. Currently, due to the absence of the estrogen receptor (ER), progesterone receptor (PR), and human epidermal growth factor 2 (HER2) receptor, there is no hormone-based therapy for TNBC. In addition, there are still no FDA-approved targeted therapies for patients with TNBC. TNBC treatment is challenging owing to poor prognosis, tumor heterogeneity, chemotherapeutic side effects, the chance of metastasis, and multiple drug-resistance. Therefore, various bio-inspired tumor-homing nano systems responding to intra- and extra- cellular stimuli are an urgent need to treat TNBC patients who do not respond to current chemotherapy. In this review, intensive efforts have been made for exploring cell-membrane coated nanoparticles and immune cell-targeted nanoparticles (immunotherapy) to modulate the tumor microenvironment and deliver accurate amounts of therapeutic agents to TNBC without stimulating the immune system."
33671674,"['ph14020169 [pii]', '10.3390/ph14020169 [doi]']","Synthesis and Biological Evaluation of 1-(Diarylmethyl)-1H-1,2,4-triazoles and 1-(Diarylmethyl)-1H-imidazoles as a Novel Class of Anti-Mitotic Agent for Activity in Breast Cancer.","apoptosis, aromatase inhibitor, breast cancer, designed multiple ligand, dual-targeting molecule, hybrid molecule, letrozole, phenstatin, tubulin polymerisation inhibitor","Pharmaceuticals (Basel, Switzerland)","We report the synthesis and biochemical evaluation of compounds that are designed as hybrids of the microtubule targeting benzophenone phenstatin and the aromatase inhibitor letrozole. A preliminary screening in estrogen receptor (ER)-positive MCF-7 breast cancer cells identified 5-((2H-1,2,3-triazol-1-yl)(3,4,5-trimethoxyphenyl)methyl)-2-methoxyphenol 24 as a potent antiproliferative compound with an IC50 value of 52 nM in MCF-7 breast cancer cells (ER+/PR+) and 74 nM in triple-negative MDA-MB-231 breast cancer cells. The compounds demonstrated significant G2/M phase cell cycle arrest and induction of apoptosis in the MCF-7 cell line, inhibited tubulin polymerisation, and were selective for cancer cells when evaluated in non-tumorigenic MCF-10A breast cells. The immunofluorescence staining of MCF-7 cells confirmed that the compounds targeted tubulin and induced multinucleation, which is a recognised sign of mitotic catastrophe. Computational docking studies of compounds 19e, 21l, and 24 in the colchicine binding site of tubulin indicated potential binding conformations for the compounds. Compounds 19e and 21l were also shown to selectively inhibit aromatase. These compounds are promising candidates for development as antiproliferative, aromatase inhibitory, and microtubule-disrupting agents for breast cancer."
33671649,"['ijerph18042128 [pii]', '10.3390/ijerph18042128 [doi]']",Evaluation of the Use of Shared Decision Making in Breast Cancer: International Survey.,"breast cancer, longitudinal study, shared decision making, survey, use of shared decision making",International journal of environmental research and public health,"OBJECTIVES: To assess shared decision-making (SDM) knowledge, attitude and application among health professionals involved in breast cancer (BC) treatment. MATERIALS AND METHODS: A cross-sectional study based on an online questionnaire, sent by several professional societies to health professionals involved in BC management. There were 26 questions which combined demographic and professional data with some items measured on a Likert-type scale. RESULTS: The participation (459/541; 84.84%) and completion (443/459; 96.51%) rates were high. Participants strongly agreed or agreed in 69.57% (16/23) of their responses. The majority stated that they knew of SDM (mean 4.43 (4.36-4.55)) and were in favour of its implementation (mean 4.58 (4.51-4.64)). They highlighted that SDM practice was not adequate due to lack of resources (3.46 (3.37-3.55)) and agreed on policies that improved its implementation (3.96 (3.88-4.04)). The main advantage of SDM for participants was patient satisfaction (38%), and the main disadvantage was the patients' paucity of knowledge to understand their disease (24%). The main obstacle indicated was the lack of time and resources (40%). CONCLUSIONS: New policies must be designed for adequate training of professionals in integrating SDM in clinical practice, preparing them to use SDM with adequate resources and time provided."
33671595,"['cancers13040913 [pii]', '10.3390/cancers13040913 [doi]']",A MYC-Driven Plasma Polyamine Signature for Early Detection of Ovarian Cancer.,"blood-based biomarkers, early detection, ovarian cancer, polyamines",Cancers,"MYC is an oncogenic driver in the pathogenesis of ovarian cancer. We previously demonstrated that MYC regulates polyamine metabolism in triple-negative breast cancer (TNBC) and that a plasma polyamine signature is associated with TNBC development and progression. We hypothesized that a similar plasma polyamine signature may associate with ovarian cancer (OvCa) development. Using mass spectrometry, four polyamines were quantified in plasma from 116 OvCa cases and 143 controls (71 healthy controls + 72 subjects with benign pelvic masses) (Test Set). Findings were validated in an independent plasma set from 61 early-stage OvCa cases and 71 healthy controls (Validation Set). Complementarity of polyamines with CA125 was also evaluated. Receiver operating characteristic area under the curve (AUC) of individual polyamines for distinguishing cases from healthy controls ranged from 0.74-0.88. A polyamine signature consisting of diacetylspermine + N-(3-acetamidopropyl)pyrrolidin-2-one in combination with CA125 developed in the Test Set yielded improvement in sensitivity at >99% specificity relative to CA125 alone (73.7% vs 62.2%; McNemar exact test 2-sided P: 0.019) in the validation set and captured 30.4% of cases that were missed with CA125 alone. Our findings reveal a MYC-driven plasma polyamine signature associated with OvCa that complemented CA125 in detecting early-stage ovarian cancer."
